EPC,Antenna,Channel,TimeStamp/us,RSSI/dBm,Phase/rad,Doppler Shift/Hz,Velocity
000000000000000000001006,1,1,0,-43.5,0.306796157577129,78,0
000000000000000000001005,1,1,1491,-46.5,5.79231145505618,208,0
000000000000000000001005,1,1,22819,-46.5,5.80458330135927,299,0
000000000000000000001006,1,1,25059,-43.5,0.269980618667873,-104,0
000000000000000000001006,1,1,41568,-43.5,0.276116541819415,0,0
000000000000000000001005,1,1,43804,-46.5,5.79231145505618,221,0
000000000000000000001006,1,1,67753,-43.5,0.294524311274043,52,0
000000000000000000001005,1,1,68861,-46.5,5.7800396087531,208,0
000000000000000000001006,1,1,82056,-43.5,0.282252464970958,0,0
000000000000000000001005,1,1,86084,-46.5,5.79844737820772,247,0
000000000000000000001006,1,1,106198,-43.5,0.288388388122501,78,0
000000000000000000001005,1,1,110235,-46.5,5.78617553190464,273,0
000000000000000000001006,1,1,127079,-43.5,0.276116541819415,26,0
000000000000000000001005,1,1,128415,-46.5,5.76776776245001,104,0
000000000000000000001006,1,1,150466,-43.5,0.325203927031755,182,0
000000000000000000001005,1,1,152429,-46.5,5.75549591614693,78,0
000000000000000000001005,1,1,167264,-46.5,5.79844737820772,273,0
000000000000000000001006,1,1,171586,-44,0.269980618667873,-26,0
000000000000000000001006,1,1,192974,-43.5,0.312932080728671,104,0
000000000000000000001005,1,1,194054,-46.5,5.79231145505618,273,0
000000000000000000001006,1,1,213399,-43.5,0.300660234425585,78,0
000000000000000000001005,1,1,215824,-46.5,5.76163183929847,130,0
000000000000000000001005,1,1,235606,-46.5,5.77390368560155,182,0
000000000000000000001006,1,1,237356,-43.5,0.300660234425585,156,0
000000000000000000001005,1,1,253564,-46.5,5.7800396087531,208,0
000000000000000000001006,1,1,257433,-43.5,0.319068003880213,182,0
000000000000000000001006,1,1,279125,-43.5,0.276116541819415,0,0
000000000000000000001005,1,1,282006,-46.5,5.77390368560155,156,0
000000000000000000001006,1,1,298662,-43.5,0.282252464970958,-52,0
000000000000000000001005,1,1,299785,-46.5,5.77390368560155,182,0
000000000000000000001005,1,1,320749,-46.5,5.7800396087531,208,0
000000000000000000001006,1,1,325371,-43.5,0.288388388122501,26,0
000000000000000000001005,1,1,340688,-46.5,5.78617553190464,221,0
000000000000000000001006,1,1,343811,-43.5,0.312932080728671,221,0
000000000000000000001006,1,1,365737,-43.5,0.319068003880213,247,0
000000000000000000001005,1,1,368995,-46.5,5.80458330135927,299,0
000000000000000000001005,1,1,385648,-46.5,5.78617553190464,221,0
000000000000000000001006,1,1,388136,-43.5,0.319068003880213,156,0
000000000000000000001006,1,1,411258,-43.5,0.319068003880213,247,0
000000000000000000001005,1,1,412607,-46.5,5.78617553190464,221,0
000000000000000000001006,1,1,428819,-43.5,0.276116541819415,-52,0
000000000000000000001005,1,1,431961,-46.5,5.78617553190464,247,0
000000000000000000001005,1,1,452771,-46.5,5.78617553190464,247,0
000000000000000000001006,1,1,454909,-43.5,0.288388388122501,52,0
000000000000000000001006,1,1,468723,-43.5,0.312932080728671,182,0
000000000000000000001005,1,1,472614,-46.5,5.75549591614693,104,0
000000000000000000001005,1,1,495124,-46.5,5.79231145505618,299,0
000000000000000000001006,1,1,498007,-43.5,0.288388388122501,130,0
000000000000000000001006,1,1,516519,-43.5,0.300660234425585,182,0
000000000000000000001005,1,1,517613,-46.5,5.79231145505618,221,0
000000000000000000001006,1,1,540184,-44,0.300660234425585,26,0
000000000000000000001005,1,1,542001,-46.5,5.79231145505618,273,0
000000000000000000001005,1,1,558310,-46.5,5.78617553190464,247,0
000000000000000000001006,1,1,559545,-43.5,0.257708772364787,-104,0
000000000000000000001006,1,1,581488,-43.5,0.300660234425585,104,0
000000000000000000001005,1,1,584079,-46.5,5.79231145505618,221,0
000000000000000000001006,1,1,599074,-43.5,0.282252464970958,26,0
000000000000000000001005,1,1,603376,-46.5,5.76776776245001,156,0
000000000000000000001006,1,1,624695,-43.5,0.300660234425585,130,0
000000000000000000001005,1,1,627470,-46.5,5.79231145505618,247,0
000000000000000000001005,1,1,641114,-46.5,5.7800396087531,156,0
000000000000000000001006,1,1,643547,-43.5,0.337475773334841,273,0
000000000000000000001006,1,1,667611,-43.5,0.276116541819415,0,0
000000000000000000001005,1,1,669606,-46.5,5.79844737820772,273,0
000000000000000000001005,1,1,685636,-47,5.79231145505618,221,0
000000000000000000001006,1,1,687327,-43.5,0.294524311274043,52,0
000000000000000000001005,1,1,709217,-46.5,5.7800396087531,221,0
000000000000000000001006,1,1,713370,-43.5,0.294524311274043,52,0
000000000000000000001006,1,1,729587,-43.5,0.294524311274043,78,0
000000000000000000001005,1,1,731135,-46.5,5.78617553190464,208,0
000000000000000000001005,1,1,753333,-46.5,5.81071922451081,351,0
000000000000000000001006,1,1,755322,-43.5,0.276116541819415,-78,0
000000000000000000001006,1,1,773038,-43.5,0.306796157577129,104,0
000000000000000000001005,1,1,775160,-46.5,5.7800396087531,208,0
000000000000000000001005,1,1,799402,-46.5,5.78617553190464,182,0
000000000000000000001006,1,1,800552,-44,0.312932080728671,130,0
000000000000000000001005,1,1,818024,-46.5,5.80458330135927,247,0
000000000000000000001006,1,1,819144,-43.5,0.269980618667873,-104,0
000000000000000000001006,1,1,840069,-43.5,0.288388388122501,52,0
000000000000000000001005,1,1,842758,-46.5,5.80458330135927,325,0
000000000000000000001006,1,1,859490,-43.5,0.294524311274043,78,0
000000000000000000001005,1,1,862085,-46.5,5.75549591614693,104,0
000000000000000000001005,1,1,882275,-46.5,5.7800396087531,208,0
000000000000000000001006,1,1,884745,-43.5,0.306796157577129,52,0
000000000000000000001006,1,1,903713,-43.5,0.276116541819415,-52,0
000000000000000000001005,1,1,905933,-46.5,5.7800396087531,182,0
000000000000000000001006,1,1,929194,-43.5,0.276116541819415,26,0
000000000000000000001005,1,1,930573,-46.5,5.79844737820772,247,0
